
Airport,Cloud Ceiling,Visibility,Wind Speed
KPVU,8000,15,5,9,3,13,25
KSUN,8000,10,8,10,7,21,38
KEFD,7500,10,0,11,15,6,32
KHUM,7000,7,3,12,20,11,43
KUES,7000,10,3,13,16,10,39
KATW,6500,10,7,14,6,18,38
KBVI,5300,10,3,15,17,8,40
KRYY,5000,10,0,16,12,5,33
KISM,4000,0,4,17,23,12,52
KHOB,3400,10,3,18,13,9,40
KSUU,3309,7,14,19,21,23,63
KSUA,3000,7,7,20,19,17,56
KGTR,2400,10,0,21,14,3,38
KLAL,2000,12,8,22,4,20,46
